seed,student,route,weighting,class_index,class_name,support_rows,exact_group_count,kl_teacher_to_student_T4,js_T4,l1_T4,hard_agreement_T1,top2_overlap_T1,margin_abs_error_T1,teacher_correct_student_wrong_rate,teacher_wrong_student_correct_rate
456,student_B,rf_kd,row_weighted,0,Blackhole,1590,1015,0.12643540419264152,0.03474994885995185,0.35853276381513277,0.9144654088050315,0.9047169811320754,0.26247775367278553,0.07987421383647798,0.005660377358490566
456,student_B,rf_kd,row_weighted,1,Flooding,495,474,0.027711581660327198,0.006851538273000108,0.15557257176890674,1.0,0.9959595959595959,0.07206249042955276,0.0,0.0
456,student_B,rf_kd,row_weighted,2,Grayhole,2149,1890,0.15757759431039364,0.047631666545466064,0.3121618940199717,0.9078641228478362,0.8157282456956724,0.1889640769701947,0.08422522103303862,0.007910656119125175
456,student_B,rf_kd,row_weighted,3,Normal,51070,49807,0.003290068352161747,0.0007861797552892537,0.03344476217198818,0.9981398081065205,0.9969551595848835,0.003296888753506709,0.0015468964166829842,0.00031329547679655374
456,student_B,rf_kd,row_weighted,4,TDMA,997,988,0.007814045146178462,0.0018867315008693456,0.046833092041952504,0.9989969909729187,0.9583751253761283,0.003855618732538525,0.0,0.0010030090270812437
456,student_B,scratch,exact_group_balanced,0,Blackhole,1590,1015,0.25960330557045946,0.04659500504714228,0.3911564921730911,0.9359605911330049,0.7280788177339902,0.1907864951638392,0.05812807881773399,0.005911330049261084
456,student_B,scratch,exact_group_balanced,1,Flooding,495,474,0.7894453890069838,0.04602829097563735,0.35785416673488185,1.0,0.9862869198312236,0.08277332710744705,0.0,0.0
456,student_B,scratch,exact_group_balanced,2,Grayhole,2149,1890,0.20461896762855283,0.0563789737587215,0.386799761534426,0.8978835978835978,0.8174603174603174,0.1719961193610739,0.09259259259259259,0.009523809523809525
456,student_B,scratch,exact_group_balanced,3,Normal,51070,49807,0.17279932341895432,0.034824482009069804,0.35623270179962635,0.9970285301262874,0.9947898889714297,0.11433021501664928,0.0026301523882185235,0.00032123998634730057
456,student_B,scratch,exact_group_balanced,4,TDMA,997,988,1.4910715214887023,0.046102337109440616,0.2788018240032062,0.9989878542510121,0.5637651821862348,0.01524241272144515,0.0,0.0010121457489878543
