view,seed,category,student,route,accuracy_minus_row_level,macro_f1_minus_row_level
inverse_test_group_size,2024,teacher,,I_SMOTE_MLP_teacher,0.0018641406871399147,0.00037630770008367787
pure_group_representative,2024,teacher,,I_SMOTE_MLP_teacher,0.0018641406871399147,0.00037630770008367787
inverse_test_group_size,2024,student,student_A,D_Small_MLP,0.0017637623449953121,-0.0015540644718505803
pure_group_representative,2024,student,student_A,D_Small_MLP,0.0017637623449953121,-0.0015540644718506913
inverse_test_group_size,2024,student,student_A,E_KD_from_RF,0.0025550814066653826,0.000939707244994259
pure_group_representative,2024,student,student_A,E_KD_from_RF,0.0025550814066653826,0.0009397072449940369
inverse_test_group_size,2024,student,student_A,E2_KD_from_MLP,0.0023377148327714536,0.0003238806990176757
pure_group_representative,2024,student,student_A,E2_KD_from_MLP,0.0023377148327714536,0.00032388069901756467
inverse_test_group_size,2024,student,student_A,F_KD_from_CL_MLP_fair,0.0021764650369673344,-0.0003415134512131379
pure_group_representative,2024,student,student_A,F_KD_from_CL_MLP_fair,0.0021764650369673344,-0.0003415134512131379
inverse_test_group_size,2024,student,student_A,F_KD_from_CL_MLP_ext,0.002487109414541111,0.0009006306140028064
pure_group_representative,2024,student,student_A,F_KD_from_CL_MLP_ext,0.002487109414541111,0.0009006306140028064
inverse_test_group_size,2024,student,student_A,G_KD_random_pacing,0.002085237035498233,0.00022848278309550718
pure_group_representative,2024,student,student_A,G_KD_random_pacing,0.002085237035498233,0.00022848278309528514
inverse_test_group_size,2024,student,student_A,I_KD_from_SMOTE_MLP,0.0019849432821203994,0.00012078027445738826
pure_group_representative,2024,student,student_A,I_KD_from_SMOTE_MLP,0.0019849432821203994,0.00012078027445727724
inverse_test_group_size,2024,student,student_A,J_CoDistill_RF_CL,0.0023395216881751946,0.001022159090005248
