view,seed,category,student,route,class_id,class_name,precision,recall,f1,support
inverse_test_group_size,42,student,student_A,F_KD_from_CL_MLP_ext,0,Blackhole,0.7494089834515375,0.9369458128078819,0.8327495621716293,1014.9999999999998
inverse_test_group_size,42,student,student_A,F_KD_from_CL_MLP_ext,1,Flooding,0.8855534709193246,0.9957805907172996,0.9374379344587885,474.0
inverse_test_group_size,42,student,student_A,F_KD_from_CL_MLP_ext,2,Grayhole,0.9061600460564192,0.8328042328042325,0.8679349324510613,1890.0000000000002
inverse_test_group_size,42,student,student_A,F_KD_from_CL_MLP_ext,3,Normal,0.9988318462870839,0.9957034151826049,0.9972651772607533,49807.00000000006
inverse_test_group_size,42,student,student_A,F_KD_from_CL_MLP_ext,4,TDMA,0.9451219512195121,0.9412955465587044,0.9432048681541582,988.0
pure_group_representative,42,student,student_A,F_KD_from_CL_MLP_ext,0,Blackhole,0.7494089834515366,0.9369458128078818,0.8327495621716288,1015.0
pure_group_representative,42,student,student_A,F_KD_from_CL_MLP_ext,1,Flooding,0.8855534709193246,0.9957805907172996,0.9374379344587885,474.0
pure_group_representative,42,student,student_A,F_KD_from_CL_MLP_ext,2,Grayhole,0.9061600460564191,0.8328042328042328,0.8679349324510615,1890.0
pure_group_representative,42,student,student_A,F_KD_from_CL_MLP_ext,3,Normal,0.9988318462870839,0.9957034151826049,0.9972651772607533,49807.0
pure_group_representative,42,student,student_A,F_KD_from_CL_MLP_ext,4,TDMA,0.9451219512195121,0.9412955465587044,0.9432048681541582,988.0
row_level,42,student,student_A,G_KD_random_pacing,0,Blackhole,0.7898773006134969,0.9716981132075472,0.871404399323181,1590.0
row_level,42,student,student_A,G_KD_random_pacing,1,Flooding,0.8835125448028673,0.9959595959595959,0.936372269705603,495.0
row_level,42,student,student_A,G_KD_random_pacing,2,Grayhole,0.9249600851516764,0.8087482550023266,0.8629592850049652,2149.0
row_level,42,student,student_A,G_KD_random_pacing,3,Normal,0.9988608017598649,0.9957900920305464,0.9973230832589746,51070.0
row_level,42,student,student_A,G_KD_random_pacing,4,TDMA,0.9457286432160804,0.9438314944834504,0.9447791164658634,997.0
inverse_test_group_size,42,student,student_A,G_KD_random_pacing,0,Blackhole,0.7563608326908265,0.9665024630541874,0.8486159169550183,1014.9999999999998
